courseType,courseName,subject,academyName,city,startDate,endDate,eduCost,regDeadline,courseLanguages,levelGerman,levelEnglish,courseBeginning,typeCourseDate,costPosition,tuitionFees,isElearning,preparationForDegree,prepForSubjectGroups,applicationDeadline,onlinePossible,badgeLabel,financialSupport,structuredResearch,supportInternationalStudents,typeOfElearning,courseLink
1,Applied Cultural and Translation Studies (German-Polish),Languages and Cultural Studies in general,University of Potsdam,Potsdam,[],[],[],[],"['German', 'Other teaching language']",,,Winter semester,,,none,False,,,"<p>The matriculation period ends on 15 September for the winter semester.</p>

<p>Please always check the current pages on application and enrolment of the University of Potsdam (UP) before you apply.</p>",False,,,,['Welcome event | Buddy programme | Tutors | Specialist counselling | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/7016/
1,Applied Data Science & Business Analytics (BSc),Business and Economics,International School of Management (ISM),Stuttgart,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,"5,700",False,,,"<p>Applicants who require a visa for studying in Germany, please submit the application documents by the following deadlines:</p>

<p>Winter semester: <strong>15 July</strong> (starts in September)<br />
Summer semester: <strong>15 December </strong>(starts in March)</p>

<p>For all other applicants (EU-/EEA countries, etc.), the admission period ends at the latest in August (for winter semester) or February (for summer semester). Contact ISM for more information as there are no fixed deadlines.</p>",False,,,,['Welcome event | Buddy programme | Pick-up service | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/9020/
2,Applied Data Science (MSc),Computer Science,University of Göttingen,Göttingen,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<ul>
	<li>
	<p>1 May for applications for the winter semester</p>
	</li>
	<li>
	<p>1 November of the preceding year for applications for the summer semester</p>
	</li>
</ul>",False,,,,['Buddy programme | Welcome event'],[],/deutschland/studienangebote/international-programmes/en/detail/7641/
2,Applied Data Science and Analytics (MSc),Computer Science,SRH University Heidelberg,Heidelberg,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,"6,450",False,,,"<p>There are <strong>no application deadlines,</strong> so you can apply at any time until all of the places in the programme have been filled.</p>",False,,,,['Welcome event | Accompanying programme | Buddy programme | Tutors | Specialist counselling | Visa matters'],[],/deutschland/studienangebote/international-programmes/en/detail/4886/
2,Applied Economics,Business and Economics,University of Wuppertal,Wuppertal,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>Application period for applicants with a foreign/international Bachelor&#39;s degree:</p>

<p>for the summer semester: 15 November to 15 January<br />
for the winter semester: 15 May to 15 July</p>

<p>Application period for applicants with a Bachelor&#39;s degree from Germany:</p>

<p>for the summer semester: the middle of January to 15 March<br />
for the winter semester: the middle of June to 15 September</p>",False,,,,['Welcome event | Buddy programme | Specialist counselling | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/3956/
2,Applied Geosciences,Earth Sciences (excluding Geography),University of Bremen,Bremen,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>All students need to apply online between the beginning of December and the end of February for the intake in October.</p>

<p>Application deadline: 28 February</p>

<p>Please note: The Aptitude Test Portal closes on 25 February.</p>",False,,,,['Buddy programme | Welcome event | Cultural and linguistic preparation'],"['1', '3', '4', '9', '10', '11', '13', '14']",/deutschland/studienangebote/international-programmes/en/detail/7661/
2,Applied Geosciences – Applied Mineralogy and Crystallography (AMC),Earth Sciences (excluding Geography),RWTH Aachen University,Aachen,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>Non-EU applicants: 1 March for the following winter semester (starting in October) or 1 September for the following summer semester (starting in April)</p>

<p>EU applicants: 15 July for the following winter semester (starting in October) or 15 January for the following summer semester (starting in April)</p>",False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/6917/
2,Applied IT Security,Computer Science,Ruhr-Universität Bochum,Bochum,[],[],[],[],"['English', 'German']",,,"Winter semester, Summer semester",,,"2,900",False,,,"<p>None</p>

<p>Recommended: four weeks before the start of the semester</p>",True,Fully online,,,['Welcome event | Tutors | Specialist counselling'],"['4', '9', '10', '13']",/deutschland/studienangebote/international-programmes/en/detail/7795/
2,Applied Linguistics,"English Studies, American Studies",University of Bonn,Bonn,[],[],[],[],['English'],,,Winter semester,,,none,False,,,"<p>Currently, two sequential application phases are offered each year, with exact dates changing from year to year, but centring around May and August. Enrolment is planned for August or September.</p>",False,,,,['Tutors | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/7731/
1,Applied Mechatronic Systems (BEng),Mechanical Engineering / Process Engineering,SRH Berlin University of Applied Sciences,Berlin,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,"4,800",False,,,"<p>Non-EU/EEA applicants: Please <a href=""https://apply.srh.de/en_GB/courses/course/105-beng-applied-mechatronic-systems"">apply</a> by 1 February (April intake) or 15 August (October intake). We also recommend<strong> </strong>that you apply early (at least four months before the start of your programme).</p>

<p>EU/EEA applicants: Please <a href=""https://apply.srh.de/en_GB/courses/course/105-beng-applied-mechatronic-systems"">apply</a> by 1 April (April intake) or 1 October (October intake).</p>",False,,,,['Welcome event | Buddy programme | Specialist counselling | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/7801/
1,Applied Media Communication German-French (Bachelor's),"Library, Documentation and Media Studies",Westsächsische Hochschule Zwickau - University of Applied Sciences Zwickau,Zwickau,[],[],[],[],"['German', 'English', 'French']",,,Winter semester,,,none,False,,,"<p>At the Wests&auml;chsische Hochschule Zwickau: by 31 August for the following winter semester</p>

<p>At the University Grenoble Alpes, please verify the deadlines on <a href=""http://www.parcoursup.fr"">www.parcoursup.fr</a>.</p>",False,,,,['Welcome event | Buddy programme | Tutors'],"['3', '4', '5', '9', '11']",/deutschland/studienangebote/international-programmes/en/detail/8968/
2,Applied Natural Sciences (MSc),"Mathematics, Natural Sciences in general",University of Koblenz,Koblenz,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<ul>
	<li>EU applicants:<br />
	15 January for the summer semester; 15 July for the winter semester</li>
</ul>

<ul>
	<li>Non-EU applicants:<br />
	15 December for the summer semester; 15 June for the winter semester</li>
</ul>

<p>Due to the long visa application process, we strongly advise non-EU students to apply for the summer semester by 15 November and for the winter semester by 15 May.</p>",False,,,,['Welcome event | Buddy programme | Specialist counselling | Cultural and linguistic preparation | Accompanying programme'],[],/deutschland/studienangebote/international-programmes/en/detail/4688/
2,Applied Research in Computer Science (MSc),Computer Science,Hof University of Applied Sciences,Hof,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>Our <strong><a href=""https://www3.primuss.de/cgi-bin/bew_anmeldung_v2/index.pl?Session=&amp;FH=fhh&amp;Email=&amp;Portal=1&amp;Language=en"">application portal</a></strong> is open during the following application periods:</p>

<ul>
	<li>5 November &ndash; 30 November for the following summer semester</li>
	<li>15 April &ndash; 31 May for the following winter semester</li>
</ul>",False,,,,['Accompanying programme | Specialist counselling | Cultural and linguistic preparation | Visa matters | Help with finding accommodation | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/6236/
2,Archaeological Sciences & Human Evolution (MSc),Earth Sciences (excluding Geography),University of Tübingen,Tübingen,[],[],[],[],['English'],,,Winter semester,,,varied,False,,,<p>15 June for the following winter semester</p>,False,,,,['Welcome event | Buddy programme | Specialist counselling | Cultural and linguistic preparation'],[],/deutschland/studienangebote/international-programmes/en/detail/4611/
2,Archaeology,Civilisation Studies in the narrower sense,University of Tübingen,Tübingen,[],[],[],[],['English'],,,Winter semester,,,varied,False,,,"<p>The application deadline for the admission procedure is usually 15 September of the respective year for Germans and EU citizens of equal status. For non-EU nationals, the application deadline is 15 July.</p>",False,,,,['Welcome event | Buddy programme | Specialist counselling | Cultural and linguistic preparation | Visa matters | Help with finding accommodation | Support with registration procedures'],[],/deutschland/studienangebote/international-programmes/en/detail/8919/
6,Architecture in Berlin,Architecture,Freie Universität Berlin,Berlin,['2024-07-20'],['2024-08-17'],[1300],['2024-06-22'],['English'],,['B2'],,The date of the course has been set,,,False,,,,False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/4905/
2,Architecture – Design for the Built Environment (MA),Architecture,SRH University Heidelberg,Heidelberg,[],[],[],[],['English'],,,Summer semester,,,"5,100",False,,,"<p>There are <strong>no application deadlines</strong>, so you can apply at any time until all of the places in the programme have been filled.</p>",False,,,,['Welcome event | Buddy programme | Tutors | Visa matters | Accompanying programme | Specialist counselling'],[],/deutschland/studienangebote/international-programmes/en/detail/7730/
2,Arqus Joint Master's Programme in European Studies,Social Science,Leipzig University,Leipzig,[],[],[],[],['English'],,,Winter semester,,,none,False,,,<p>All applicants: 15 April for the following winter semester</p>,True,Partly online,,,,"['1', '5', '9', '10', '13']",/deutschland/studienangebote/international-programmes/en/detail/8315/
2,Artificial Intelligence,Computer Science,Brandenburg University of Technology Cottbus-Senftenberg,Cottbus,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<ul>
	<li>Applicants who require a visa:<strong> 15 July </strong>for the following winter semester and <strong>15 January </strong>for the following summer semester</li>
	<li>Applicants who don&#39;t require a visa:&nbsp;<strong>31 August</strong>&nbsp;for the following winter semester and <strong>1 March</strong> for the following summer semester</li>
</ul>",False,,,,,[],/deutschland/studienangebote/international-programmes/en/detail/8322/
2,Artificial Intelligence,Computer Science,Universität zu Lübeck,Lübeck,[],[],[],[],['English'],,,"Winter semester, Summer semester",,,none,False,,,"<p>15 July for the following winter semester<br />
15 January&nbsp;for the following summer semester</p>",True,Fully online,,,,"['3', '5', '9', '10', '11', '13']",/deutschland/studienangebote/international-programmes/en/detail/9003/
